City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
258,yarmouth,41.7057,-70.2286,39.96,75,0,7.0,US,1676424630
259,great yarmouth,52.6083,1.7305,37.42,85,93,8.39,GB,1676424631
260,pisco,-13.7,-76.2167,75.25,78,0,10.36,PE,1676424531
261,colares,38.7992,-9.4469,59.32,89,100,21.0,PT,1676424631
262,abu samrah,35.3029,37.1841,39.51,65,82,3.62,SY,1676424631
263,evensk,61.95,159.2333,12.72,79,70,16.91,RU,1676424632
264,kozhva,65.1073,57.0459,14.77,96,100,5.59,RU,1676424632
265,monrovia,6.3005,-10.7969,78.57,88,97,2.91,LR,1676424633
266,petersburg,37.2279,-77.4019,55.62,62,100,5.55,US,1676424538
267,tura,25.5198,90.2201,63.99,38,0,2.01,IN,1676424633
268,cap malheureux,-19.9842,57.6142,76.46,75,3,1.99,MU,1676424633
269,tiksi,71.6872,128.8694,-17.9,97,98,6.89,RU,1676424634
270,olinda,-8.0089,-34.8553,80.33,83,75,5.75,BR,1676424634
271,great malvern,52.1116,-2.3252,42.98,85,100,1.99,GB,1676424634
272,warmbad,-28.45,18.7333,71.13,43,1,8.41,NA,1676424635
273,parana,-31.732,-60.5238,84.99,47,100,8.12,AR,1676424622
274,eydhafushi,5.1033,73.0708,79.9,69,0,12.93,MV,1676424635
275,comodoro rivadavia,-45.8667,-67.5,64.26,34,0,16.11,AR,1676424635
276,bouca,6.5105,18.2733,70.88,28,52,4.52,CF,1676424636
277,springfield,37.2153,-93.2982,56.98,65,20,18.41,US,1676424565
278,kahului,20.8947,-156.47,75.31,78,40,20.71,US,1676424636
279,mecca,21.4267,39.8261,65.53,66,4,7.16,SA,1676424637
280,zhucheng,35.9947,119.3975,33.1,41,0,11.74,CN,1676424637
281,qianan,44.9932,124.0581,11.05,56,4,6.8,CN,1676424637
282,saint-raphael,19.4333,-72.2,66.88,85,18,4.0,HT,1676424638
283,ambilobe,-13.2,49.05,71.65,94,13,2.15,MG,1676424638
284,zeya,53.75,127.2667,-6.03,86,6,2.48,RU,1676424638
285,sept-iles,50.2001,-66.3821,17.6,87,20,2.3,CA,1676424482
286,san quintin,30.4833,-115.95,54.81,73,97,23.13,MX,1676424639
287,taormina,37.8536,15.2885,53.02,77,2,6.51,IT,1676424639
288,te anau,-45.4167,167.7167,72.9,39,0,6.67,NZ,1676424639
289,porto velho,-8.7619,-63.9039,78.85,89,20,1.14,BR,1676424640
290,provost,52.3501,-110.2683,9.05,98,22,3.36,CA,1676424640
291,rio cuarto,-33.1307,-64.3499,69.57,60,0,2.3,AR,1676424570
292,padilla,3.2204,-76.3139,74.77,92,91,3.31,CO,1676424641
293,pocone,-16.2567,-56.6228,78.71,73,21,3.18,BR,1676424641
294,pak phanang,8.3511,100.202,78.82,72,25,9.01,TH,1676424641
295,nanortalik,60.1432,-45.2371,7.7,82,0,17.22,GL,1676424642
296,caravelas,-17.7125,-39.2481,77.41,82,3,7.25,BR,1676424642
297,lagoa,39.05,-27.9833,57.13,67,60,15.17,PT,1676424642
298,atar,20.5169,-13.0499,75.87,19,100,7.0,MR,1676424642
299,arlit,18.7369,7.3853,59.45,25,0,9.37,NE,1676424643
300,nenjiang,49.1833,125.2167,0.54,88,21,9.01,CN,1676424643
301,baykit,61.67,96.37,-0.76,96,100,1.61,RU,1676424643
302,mandiana,10.6333,-8.6833,75.81,16,77,2.95,GN,1676424643
303,hasaki,35.7333,140.8333,41.29,43,85,25.46,JP,1676424644
304,half moon bay,37.4636,-122.4286,51.91,69,20,20.71,US,1676424470
305,dossor,47.5272,52.9811,31.1,93,100,17.63,KZ,1676424644
306,tynda,55.1667,124.7167,-9.56,94,40,1.3,RU,1676424644
307,sorland,67.667,12.6934,44.46,86,94,29.12,NO,1676424645
308,kontagora,10.3999,5.4695,73.9,18,0,10.54,NG,1676424645
309,bila tserkva,49.8094,30.1121,28.76,85,42,13.29,UA,1676424645
310,kaeo,-35.1,173.7833,77.32,75,74,12.24,NZ,1676424645
311,benguela,-12.5763,13.4055,75.4,82,100,1.23,AO,1676424646
312,nefteyugansk,61.0998,72.6035,-2.11,100,96,6.82,RU,1676424646
313,grindavik,63.8424,-22.4338,31.95,93,20,11.5,IS,1676424646
314,kuala kedah,6.1,100.3,75.18,88,20,2.3,MY,1676424647
315,kolyvan,55.3053,82.7391,-24.18,100,74,2.91,RU,1676424647
316,singaparna,-7.3515,108.111,72.72,90,100,1.83,ID,1676424647
317,akdagmadeni,39.6603,35.8836,18.79,94,100,5.61,TR,1676424648
318,tasiilaq,65.6145,-37.6368,28.56,95,100,6.64,GL,1676424648
319,sur,22.5667,59.5289,72.05,41,10,7.0,OM,1676424610
320,samana,19.2056,-69.3369,73.02,83,0,7.43,DO,1676424648
321,muncar,-8.4333,114.3333,78.82,86,100,3.6,ID,1676424649
322,strezhevoy,60.7333,77.5889,3.34,98,100,5.79,RU,1676424649
323,masvingo,-20.0637,30.8277,66.88,95,100,4.7,ZW,1676424649
324,san cristobal,7.7669,-72.225,69.98,82,75,1.01,VE,1676424650
325,vestmannaeyjar,63.4427,-20.2734,38.93,55,98,20.38,IS,1676424650
326,qaracala,39.8132,48.9523,33.35,64,0,7.43,AZ,1676424650
327,hambantota,6.1241,81.1185,70.14,100,20,1.14,LK,1676424650
328,inuvik,68.3499,-133.7218,-17.54,69,20,5.75,CA,1676424651
329,harper,4.375,-7.7169,80.06,84,99,6.87,LR,1676424651
330,port lincoln,-34.7333,135.8667,83.26,36,81,5.82,AU,1676424640
331,baker city,44.7749,-117.8344,30.6,67,20,16.11,US,1676424645
332,dharchula,29.85,80.5333,55.56,22,1,8.03,IN,1676424651
333,ayan,56.45,138.1667,-4.16,68,24,3.87,RU,1676424652
334,zhongshu,24.5167,103.7667,48.85,73,60,3.27,CN,1676424652
335,slupca,52.2873,17.8719,30.02,90,11,3.76,PL,1676424652
336,iquitos,-3.7481,-73.2472,80.64,83,75,0.0,PE,1676424652
337,ola,59.5833,151.2833,5.14,79,100,11.03,RU,1676424653
338,sim,54.993,57.6982,-0.76,99,73,3.36,RU,1676424653
339,bambanglipuro,-7.95,110.2833,77.14,88,100,7.47,ID,1676424653
340,itaituba,-4.2761,-55.9836,73.87,100,100,0.63,BR,1676424654
341,teacapan,22.55,-105.75,64.63,68,5,8.25,MX,1676424654
342,nazca,-14.8333,-74.95,74.95,80,100,4.27,PE,1676424654
343,mahina,-17.5065,-149.489,85.77,70,40,9.22,PF,1676424655
344,zlitan,32.4674,14.5687,56.23,63,39,8.88,LY,1676424655
345,henties bay,-22.116,14.2845,63.37,93,98,7.29,NA,1676424655
346,sakakah,29.9697,40.2064,42.37,48,42,8.7,SA,1676424655
347,hargeysa,9.56,44.065,58.66,68,8,3.47,SO,1676424656
348,warrnambool,-38.3833,142.4833,77.04,38,100,4.03,AU,1676424656
349,saint-pierre,-21.3393,55.4781,76.68,73,0,19.57,RE,1676424656
350,nabire,-3.3667,135.4833,88.27,57,95,1.54,ID,1676424657
351,gueret,46.1667,1.8667,38.98,66,100,3.27,FR,1676424657
352,bucerias,20.75,-105.3333,73.38,68,0,8.05,MX,1676424557
353,ouagadougou,12.3642,-1.5383,75.33,25,0,6.91,BF,1676424657
354,geraldton,-28.7667,114.6,75.61,50,100,10.36,AU,1676424658
355,liuhe,42.2401,125.7172,12.22,60,8,3.69,CN,1676424658
356,saint-joseph,-21.3667,55.6167,75.58,80,27,12.06,RE,1676424658
357,antofagasta,-23.65,-70.4,70.88,82,58,5.46,CL,1676424449
358,bud,39.447,-86.1758,57.18,65,100,17.9,US,1676424658
359,constitucion,-35.3333,-72.4167,59.22,82,18,16.84,CL,1676424657
360,sibanicu,21.235,-77.5264,70.25,79,0,8.81,CU,1676424659
361,ariquemes,-9.9133,-63.0408,73.58,96,100,1.83,BR,1676424659
362,naryan-mar,67.6713,53.087,3.69,100,100,4.43,RU,1676424659
363,karratha,-20.7377,116.8463,93.11,42,50,13.8,AU,1676424660
364,cervia,44.2657,12.3427,50.18,93,0,3.44,IT,1676424661
365,santiago del estero,-27.7951,-64.2615,84.63,59,0,9.66,AR,1676424661
366,nome,64.5011,-165.4064,-7.53,64,0,9.22,US,1676424617
367,northam,51.0333,-4.2167,46.62,84,77,10.02,GB,1676424661
368,sa kaeo,13.75,102.3333,79.74,67,81,11.07,TH,1676424662
369,maceio,-9.6658,-35.7353,76.44,88,20,4.61,BR,1676424652
370,atambua,-9.1061,124.8925,76.33,87,100,3.85,ID,1676424662
371,samarai,-10.6167,150.6667,85.01,71,95,13.8,PG,1676424662
372,kavieng,-2.5744,150.7967,84.99,71,100,14.94,PG,1676424663
373,faanui,-16.4833,-151.75,82.04,72,18,9.51,PF,1676424663
374,bonavista,48.6499,-53.1147,30.22,96,100,38.48,CA,1676424663
375,wuwei,37.9281,102.6414,25.72,66,3,3.13,CN,1676424664
376,nanzhang,31.7765,111.8386,42.89,47,100,3.15,CN,1676424664
377,ifanadiana,-21.3,47.6333,65.64,97,89,2.59,MG,1676424664
378,dona ines,-6.6167,-35.6333,70.92,90,96,5.17,BR,1676424665
379,russell,32.3502,-85.1999,63.63,58,0,4.61,US,1676424665
380,maragogi,-9.0122,-35.2225,78.87,80,100,7.74,BR,1676424666
381,chokurdakh,70.6333,147.9167,-42.61,100,99,2.35,RU,1676424666
382,marsh harbour,26.5412,-77.0636,71.11,62,0,12.5,BS,1676424666
383,mehamn,71.0357,27.8492,40.95,81,100,23.02,NO,1676424667
384,durango,24.8333,-104.8333,55.35,14,92,10.25,MX,1676424450
385,hofn,64.2539,-15.2082,38.79,67,60,18.05,IS,1676424667
386,kavaratti,10.5669,72.642,79.88,75,0,8.19,IN,1676424667
387,goundi,9.3627,17.366,75.85,20,76,6.98,TD,1676424668
388,ahipara,-35.1667,173.1667,70.57,73,84,12.97,NZ,1676424668
389,nagamangala,12.8156,76.7575,63.63,52,36,3.15,IN,1676424669
390,takoradi,4.8845,-1.7554,79.48,88,99,8.3,GH,1676424669
391,mabaruma,8.2,-59.7833,73.35,98,99,3.4,GY,1676424669
392,bathsheba,13.2167,-59.5167,77.61,78,40,21.85,BB,1676424670
393,torbay,47.6666,-52.7314,31.57,95,100,31.07,CA,1676424670
394,longyearbyen,78.2186,15.6401,33.64,75,75,10.36,SJ,1676424670
395,naze,28.3667,129.4833,54.52,77,100,13.15,JP,1676424670
396,havoysund,70.9963,24.6622,43.03,92,100,37.8,NO,1676424671
397,kununurra,-15.7667,128.7333,91.38,62,3,3.44,AU,1676424671
398,les escoumins,48.1111,-69.0236,24.15,95,40,5.01,CA,1676424671
399,touros,-5.1989,-35.4608,79.2,82,100,10.89,BR,1676424672
400,perelyub,51.8667,50.3667,19.45,94,100,11.81,RU,1676424672
401,hisar,29.1667,75.7167,56.62,24,3,8.08,IN,1676424672
402,bitung,1.4451,125.1824,81.45,75,100,10.63,ID,1676424673
403,shihezi,44.3,86.0333,5.16,90,42,4.56,CN,1676424673
404,havre-saint-pierre,50.2334,-63.5986,21.2,66,0,9.22,CA,1676424673
405,guisa,20.255,-76.5386,66.54,92,16,3.96,CU,1676424674
406,buala,-8.145,159.5921,85.37,65,100,4.0,SB,1676424674
407,paracuru,-3.41,-39.0306,81.1,90,83,8.75,BR,1676424553
408,kalaleh,37.3807,55.4916,37.76,71,100,1.77,IR,1676424674
409,ottawa,45.4112,-75.6981,36.75,78,0,5.75,CA,1676424675
410,kaputa,-8.4689,29.6619,67.33,87,100,2.66,ZM,1676424675
411,dingle,10.9995,122.6711,80.06,77,73,15.86,PH,1676424675
412,taltal,-25.4,-70.4833,69.35,80,13,4.92,CL,1676424676
413,kirakira,-10.4544,161.9205,84.63,75,60,7.07,SB,1676424676
414,stanislav,46.5691,32.1478,33.71,77,100,18.25,UA,1676424676
415,tazovskiy,67.4667,78.7,-3.35,99,98,7.23,RU,1676424677
416,biltine,14.5333,20.9167,64.11,23,3,18.68,TD,1676424677
417,amga,60.8953,131.9608,-14.82,94,99,1.34,RU,1676424678
418,mutum,-19.8,-41.4383,74.17,86,100,2.08,BR,1676424678
419,shingu,33.7333,135.9833,42.39,38,77,6.98,JP,1676424679
420,merauke,-8.4667,140.3333,85.8,69,98,17.56,ID,1676424679
421,kerrville,30.0474,-99.1403,64.9,24,0,0.0,US,1676424532
422,vangaindrano,-23.35,47.6,72.72,86,73,1.43,MG,1676424679
423,villazon,-22.0866,-65.5942,54.27,70,100,5.17,BO,1676424680
424,lata,40.1629,-8.3327,47.91,78,77,5.79,PT,1676424680
425,murupara,-38.4667,176.7,79.66,44,70,8.03,NZ,1676424681
426,phra pradaeng,13.6585,100.5336,80.98,71,60,8.95,TH,1676424681
427,guasca,4.866,-73.8775,53.96,94,100,3.13,CO,1676424681
428,fare,-16.7,-151.0167,82.33,71,19,10.4,PF,1676424682
429,wanning,18.8003,110.3967,67.46,84,100,17.87,CN,1676424682
430,nsanje,-16.92,35.262,73.45,100,100,3.09,MW,1676424683
431,dinguiraye,11.3,-10.7167,75.63,16,84,1.12,GN,1676424683
432,barabai,-2.5833,115.3833,77.77,90,100,1.83,ID,1676424684
433,high level,58.5169,-117.136,-3.89,77,20,2.3,CA,1676424615
434,wete,-5.0559,39.7294,76.73,81,79,5.53,TZ,1676424684
435,pascagoula,30.3658,-88.5561,67.03,89,100,5.75,US,1676424388
436,rio pardo,-29.9897,-52.3781,69.84,97,100,2.26,BR,1676424685
437,alcaniz,41.05,-0.1333,42.24,75,99,3.8,ES,1676424685
438,lasa,46.6166,10.7002,36.36,33,0,2.06,IT,1676424685
439,radhanpur,23.8333,71.6,65.08,22,0,5.26,IN,1676424686
440,yumen,40.2833,97.2,26.89,47,0,8.3,CN,1676424686
441,altayskoye,51.9533,85.3325,7.93,88,100,4.36,RU,1676424686
442,yuncheng,35.0231,110.9928,39.13,64,55,4.25,CN,1676424687
443,tuatapere,-46.1333,167.6833,69.46,53,8,10.02,NZ,1676424687
444,tabas,33.5959,56.9244,50.31,78,100,3.56,IR,1676424687
445,manjeshwar,12.7194,74.8861,74.35,75,11,5.28,IN,1676424687
446,rioja,-29.4111,-66.8507,84.2,51,0,1.61,AR,1676424688
447,ranapur,22.65,74.5333,65.1,21,0,3.76,IN,1676424688
448,burns lake,54.2331,-125.7533,26.02,94,100,2.21,CA,1676424605
449,saldanha,-33.0117,17.9442,62.65,90,0,21.61,ZA,1676424688
450,zemaiciu naumiestis,55.3592,21.7022,33.62,95,42,4.61,LT,1676424689
